campaign_id,platform,campaign_objective,ad_placement,device_type,creative_format,retargeting_flag,quarter,impressions,clicks,conversions,ad_spend,revenue,profit,CTR,CPC,conversion_rate,CPA,ROAS,budget_action
CAMP_06278,Facebook,Lead Generation,Sidebar,Desktop,Image,False,4,111591,5694,880,9679.8,253816.25,244136.45,5.103,1.7,15.455,11.0,26.22,Increase Budget
CAMP_05949,Facebook,Conversions,Feed,Desktop,Video,True,1,58070,2817,280,3774.78,247765.67,243990.89,4.851,1.34,9.94,13.48,65.64,Increase Budget
CAMP_04875,TikTok,Lead Generation,Feed,Mobile,Video,False,4,465922,28437,886,16209.09,260064.0,243854.91,6.103,0.57,3.116,18.29,16.04,Increase Budget
CAMP_05723,TikTok,Conversions,Feed,Desktop,Carousel,True,2,117486,7050,501,8883.0,252383.22,243500.22,6.001,1.26,7.106,17.73,28.41,Increase Budget
CAMP_02882,TikTok,App Installs,Search,Desktop,Video,True,4,67836,5426,758,3147.08,246536.66,243389.58,7.999,0.58,13.97,4.15,78.34,Increase Budget
CAMP_06206,Google Ads,Engagement,Stories,Mobile,Video,False,4,500000,8722,660,25904.34,268991.61,243087.27,1.744,2.97,7.567,39.25,10.38,Increase Budget
CAMP_03457,Google Ads,Lead Generation,Search,Desktop,Video,False,4,89727,7067,651,37949.79,280728.77,242778.98,7.876,5.37,9.212,58.29,7.4,Increase Budget
CAMP_06269,LinkedIn,Lead Generation,Feed,Mobile,Carousel,True,1,105605,3874,464,16696.94,258568.63,241871.69,3.668,4.31,11.977,35.98,15.49,Increase Budget
CAMP_02058,Facebook,Lead Generation,In-Stream Video,Mobile,Video,False,2,500000,17882,1430,30399.4,269667.97,239268.57,3.576,1.7,7.997,21.26,8.87,Increase Budget
CAMP_00991,LinkedIn,Conversions,Search,Desktop,Carousel,True,4,112736,2022,432,19997.58,259039.56,239041.98,1.794,9.89,21.365,46.29,12.95,Increase Budget
CAMP_02813,Google Ads,Conversions,Feed,Mobile,Video,True,4,118268,2742,367,9459.9,247761.19,238301.29,2.318,3.45,13.384,25.78,26.19,Increase Budget
CAMP_06784,Facebook,Lead Generation,Feed,Desktop,Story,False,1,53766,3266,202,3233.34,241378.6,238145.26,6.074,0.99,6.185,16.01,74.65,Increase Budget
CAMP_08732,Twitter,Conversions,Feed,Mobile,Image,True,1,485779,24744,407,14846.4,249825.55,234979.15,5.094,0.6,1.645,36.48,16.83,Increase Budget
CAMP_03814,Google Ads,Conversions,Display Network,Mobile,Video,False,2,500000,17015,513,45089.75,279855.3,234765.55,3.403,2.65,3.015,87.89,6.21,Increase Budget
CAMP_05476,Google Ads,Lead Generation,Display Network,Desktop,Video,False,3,122570,4212,922,12762.36,247180.24,234417.88,3.436,3.03,21.89,13.84,19.37,Increase Budget
CAMP_09304,Google Ads,Lead Generation,Stories,Mobile,Video,False,4,333681,16204,659,44723.04,278800.18,234077.14,4.856,2.76,4.067,67.87,6.23,Increase Budget
CAMP_07825,Google Ads,Lead Generation,Search,Desktop,Interactive,False,2,56525,2866,508,19632.1,251333.41,231701.31,5.07,6.85,17.725,38.65,12.8,Increase Budget
CAMP_01306,Google Ads,App Installs,Display Network,Mobile,Image,False,1,113397,4728,229,19999.44,249367.16,229367.72,4.169,4.23,4.843,87.33,12.47,Increase Budget
CAMP_02065,Instagram,Brand Awareness,Search,Desktop,Video,False,4,62861,5028,1076,9553.2,236714.64,227161.44,7.999,1.9,21.4,8.88,24.78,Increase Budget
CAMP_02566,TikTok,Lead Generation,Display Network,Desktop,Video,False,2,190425,9793,405,16648.1,242663.67,226015.57,5.143,1.7,4.136,41.11,14.58,Increase Budget
CAMP_09769,TikTok,Engagement,Display Network,Desktop,Image,True,1,161470,5970,515,2865.6,228868.01,226002.41,3.697,0.48,8.626,5.56,79.87,Increase Budget
CAMP_03436,Instagram,Lead Generation,Search,Mobile,Image,False,4,145923,9394,1044,11554.62,237397.9,225843.28,6.438,1.23,11.113,11.07,20.55,Increase Budget
CAMP_02569,LinkedIn,Conversions,Feed,Desktop,Carousel,False,2,66023,1943,220,19876.89,245683.91,225807.02,2.943,10.23,11.323,90.35,12.36,Increase Budget
CAMP_05712,Instagram,Engagement,Feed,Desktop,Video,False,4,67728,4260,221,5793.6,230975.73,225182.13,6.29,1.36,5.188,26.22,39.87,Increase Budget
CAMP_09977,Google Ads,Lead Generation,Feed,Desktop,Image,True,4,118587,3066,766,5733.42,229817.83,224084.41,2.585,1.87,24.984,7.48,40.08,Increase Budget
CAMP_00271,Facebook,Conversions,Stories,Desktop,Video,False,4,62869,5029,897,6286.25,229273.28,222987.03,7.999,1.25,17.837,7.01,36.47,Increase Budget
CAMP_05468,LinkedIn,App Installs,Search,Desktop,Image,True,3,109316,1980,342,14850.0,237539.71,222689.71,1.811,7.5,17.273,43.42,16.0,Increase Budget
CAMP_03775,Twitter,Conversions,Search,Desktop,Video,False,1,46541,3723,192,6440.79,228311.45,221870.66,7.999,1.73,5.157,33.55,35.45,Increase Budget
CAMP_00606,Google Ads,Lead Generation,Search,Mobile,Video,False,1,90899,3274,605,21477.44,243345.91,221868.47,3.602,6.56,18.479,35.5,11.33,Increase Budget
CAMP_06339,Facebook,Lead Generation,Search,Desktop,Image,False,4,66483,3325,831,7946.75,228892.65,220945.9,5.001,2.39,24.992,9.56,28.8,Increase Budget
CAMP_07846,Google Ads,Conversions,Search,Desktop,Story,False,3,155798,7316,557,49383.0,268715.11,219332.11,4.696,6.75,7.613,88.66,5.44,Increase Budget
CAMP_06781,Facebook,Lead Generation,Search,Desktop,Image,True,2,115304,2687,443,4836.6,223363.0,218526.4,2.33,1.8,16.487,10.92,46.18,Increase Budget
CAMP_06167,Facebook,Lead Generation,In-Stream Video,Mobile,Video,True,1,53047,2943,219,4620.51,222613.95,217993.44,5.548,1.57,7.441,21.1,48.18,Increase Budget
CAMP_01841,Google Ads,Lead Generation,Stories,Mobile,Video,False,1,164546,5400,397,9288.0,226714.78,217426.78,3.282,1.72,7.352,23.4,24.41,Increase Budget
CAMP_00277,LinkedIn,Conversions,Feed,Desktop,Carousel,False,4,95731,4761,1190,19996.2,234841.85,214845.65,4.973,4.2,24.995,16.8,11.74,Increase Budget
CAMP_09535,Google Ads,Lead Generation,Stories,Mobile,Interactive,True,2,287273,9830,609,39516.6,254351.96,214835.36,3.422,4.02,6.195,64.89,6.44,Increase Budget
CAMP_08370,Twitter,Brand Awareness,Stories,Desktop,Interactive,False,1,135855,7756,372,8609.16,222838.8,214229.64,5.709,1.11,4.796,23.14,25.88,Increase Budget
CAMP_02072,Facebook,Lead Generation,Display Network,Desktop,Story,False,2,67498,2932,255,6450.4,220200.56,213750.16,4.344,2.2,8.697,25.3,34.14,Increase Budget
CAMP_05099,LinkedIn,Lead Generation,Search,Desktop,Image,False,3,184761,4838,426,22448.32,235569.06,213120.74,2.619,4.64,8.805,52.7,10.49,Increase Budget
CAMP_07403,Google Ads,Conversions,Search,Desktop,Image,False,3,49523,1073,268,7929.47,219799.35,211869.88,2.167,7.39,24.977,29.59,27.72,Increase Budget
CAMP_02766,Facebook,Engagement,Stories,Desktop,Image,True,4,77489,3320,574,2390.4,213953.4,211563.0,4.284,0.72,17.289,4.16,89.51,Increase Budget
CAMP_01534,Google Ads,Lead Generation,In-Stream Video,Tablet,Image,True,1,262481,5030,286,26809.9,237710.92,210901.02,1.916,5.33,5.686,93.74,8.87,Increase Budget
CAMP_09059,Google Ads,Lead Generation,Feed,Desktop,Video,False,3,132177,7026,470,26347.5,236703.16,210355.66,5.316,3.75,6.689,56.06,8.98,Increase Budget
CAMP_00530,Google Ads,App Installs,Stories,Desktop,Interactive,False,2,155087,9523,463,19998.3,230274.79,210276.49,6.14,2.1,4.862,43.19,11.51,Increase Budget
CAMP_05760,Google Ads,Lead Generation,Feed,Mobile,Video,False,3,52568,2415,359,5071.5,214776.09,209704.59,4.594,2.1,14.865,14.13,42.35,Increase Budget
CAMP_04660,Instagram,Conversions,Feed,Mobile,Carousel,False,4,370240,10328,354,32120.08,241462.47,209342.39,2.79,3.11,3.428,90.73,7.52,Increase Budget
CAMP_08894,Facebook,Lead Generation,Stories,Desktop,Video,True,4,88985,5257,434,5151.86,213710.1,208558.24,5.908,0.98,8.256,11.87,41.48,Increase Budget
CAMP_00635,Facebook,Brand Awareness,Feed,Mobile,Carousel,True,1,316226,6762,387,8520.12,216418.72,207898.6,2.138,1.26,5.723,22.02,25.4,Increase Budget
CAMP_08373,LinkedIn,Lead Generation,Feed,Desktop,Carousel,False,2,67800,1831,457,14721.24,221756.31,207035.07,2.701,8.04,24.959,32.21,15.06,Increase Budget
CAMP_07746,Google Ads,Conversions,Feed,Tablet,Carousel,False,3,174961,6387,644,28166.67,234916.73,206750.06,3.651,4.41,10.083,43.74,8.34,Increase Budget
CAMP_08617,Facebook,Engagement,Feed,Desktop,Video,False,1,73547,2795,118,8804.25,212215.63,203411.38,3.8,3.15,4.222,74.61,24.1,Increase Budget
CAMP_01721,Google Ads,Brand Awareness,Stories,Desktop,Image,True,1,412953,6835,217,20163.25,222840.83,202677.58,1.655,2.95,3.175,92.92,11.05,Increase Budget
CAMP_03455,Facebook,Engagement,Search,Desktop,Video,True,4,177017,12097,865,26976.31,229473.02,202496.71,6.834,2.23,7.151,31.19,8.51,Increase Budget
CAMP_02852,Facebook,Lead Generation,Feed,Desktop,Video,False,3,125596,3441,164,4129.2,205934.95,201805.75,2.74,1.2,4.766,25.18,49.87,Increase Budget
CAMP_01473,Instagram,App Installs,Search,Mobile,Text,False,2,212951,5076,351,3807.0,205552.41,201745.41,2.384,0.75,6.915,10.85,53.99,Increase Budget
CAMP_03528,Google Ads,Conversions,Stories,Mobile,Image,False,4,395685,6493,311,19998.44,221399.78,201401.34,1.641,3.08,4.79,64.3,11.07,Increase Budget
CAMP_04927,Instagram,Lead Generation,Feed,Desktop,Video,True,1,149429,5725,1043,13396.5,214784.51,201388.01,3.831,2.34,18.218,12.84,16.03,Increase Budget
CAMP_07171,Facebook,Lead Generation,Stories,Desktop,Image,True,1,95594,2883,278,2969.49,204180.73,201211.24,3.016,1.03,9.643,10.68,68.76,Increase Budget
CAMP_03265,LinkedIn,Conversions,Search,Desktop,Image,True,3,178615,7380,997,19999.8,219936.68,199936.88,4.132,2.71,13.509,20.06,11.0,Increase Budget
CAMP_08686,Google Ads,Conversions,Feed,Desktop,Video,False,3,241532,3723,394,17349.18,216951.4,199602.22,1.541,4.66,10.583,44.03,12.5,Increase Budget
CAMP_04681,Facebook,Lead Generation,Feed,Desktop,Image,False,1,143227,8092,266,5017.04,203970.73,198953.69,5.65,0.62,3.287,18.86,40.66,Increase Budget
CAMP_02816,Google Ads,Conversions,Search,Desktop,Story,True,4,30729,1865,466,2088.8,200687.42,198598.62,6.069,1.12,24.987,4.48,96.08,Increase Budget
CAMP_01100,Instagram,Lead Generation,Search,Desktop,Image,False,4,57339,2019,504,4583.13,202984.01,198400.88,3.521,2.27,24.963,9.09,44.29,Increase Budget
CAMP_00944,Facebook,Conversions,Search,Mobile,Video,False,4,500000,27322,764,49999.26,247670.67,197671.41,5.464,1.83,2.796,65.44,4.95,Increase Budget
CAMP_03916,TikTok,Lead Generation,Feed,Mobile,Image,True,4,128263,4595,571,1516.35,198794.06,197277.71,3.582,0.33,12.427,2.66,131.1,Increase Budget
CAMP_07884,LinkedIn,App Installs,Display Network,Desktop,Video,False,2,38282,1774,443,9490.9,204306.99,194816.09,4.634,5.35,24.972,21.42,21.53,Increase Budget
CAMP_01369,Facebook,Brand Awareness,Search,Desktop,Interactive,False,4,218527,16181,916,49999.29,242979.05,192979.76,7.405,3.09,5.661,54.58,4.86,Increase Budget
CAMP_09865,TikTok,Conversions,Sidebar,Tablet,Video,True,4,66708,1851,134,2998.62,195328.06,192329.44,2.775,1.62,7.239,22.38,65.14,Increase Budget
CAMP_05906,Google Ads,Conversions,Feed,Desktop,Image,False,3,30581,1254,249,2382.6,192829.65,190447.05,4.101,1.9,19.856,9.57,80.93,Increase Budget
CAMP_08252,Google Ads,Engagement,Sidebar,Tablet,Image,False,4,74174,4028,360,13816.04,202598.7,188782.66,5.43,3.43,8.937,38.38,14.66,Increase Budget
CAMP_01172,TikTok,Engagement,Search,Tablet,Video,False,3,209757,6285,207,8233.35,196949.75,188716.4,2.996,1.31,3.294,39.77,23.92,Increase Budget
CAMP_04692,Google Ads,Lead Generation,Search,Desktop,Video,False,4,58517,4681,696,9736.48,198195.13,188458.65,7.999,2.08,14.869,13.99,20.36,Increase Budget
CAMP_05214,Google Ads,Conversions,Search,Desktop,Interactive,False,1,98197,4178,370,13327.82,201390.47,188062.65,4.255,3.19,8.856,36.02,15.11,Increase Budget
CAMP_01214,Google Ads,Conversions,Display Network,Desktop,Carousel,False,4,24646,1037,253,1534.76,188887.82,187353.06,4.208,1.48,24.397,6.07,123.07,Increase Budget
CAMP_04319,Twitter,Lead Generation,Feed,Desktop,Image,False,3,83695,3946,178,3788.16,191126.67,187338.51,4.715,0.96,4.511,21.28,50.45,Increase Budget
CAMP_07030,Facebook,Brand Awareness,Search,Desktop,Video,True,2,32074,1703,341,1617.85,188594.39,186976.54,5.31,0.95,20.023,4.74,116.57,Increase Budget
CAMP_03882,Facebook,Conversions,Search,Desktop,Video,False,3,207237,4385,255,4998.9,191642.52,186643.62,2.116,1.14,5.815,19.6,38.34,Increase Budget
CAMP_08556,Instagram,Conversions,Stories,Desktop,Text,True,2,59263,1937,165,2905.5,188572.69,185667.19,3.268,1.5,8.518,17.61,64.9,Increase Budget
CAMP_00135,Google Ads,Engagement,Feed,Tablet,Video,True,3,398457,5714,266,19999.0,204868.37,184869.37,1.434,3.5,4.655,75.18,10.24,Increase Budget
CAMP_02618,Google Ads,Lead Generation,Feed,Desktop,Video,True,3,33136,1071,146,3309.39,187932.5,184623.11,3.232,3.09,13.632,22.67,56.79,Increase Budget
CAMP_03185,Facebook,Lead Generation,Feed,Desktop,Interactive,False,2,249470,12312,668,8987.76,193333.35,184345.59,4.935,0.73,5.426,13.45,21.51,Increase Budget
CAMP_04483,Google Ads,Conversions,Feed,Mobile,Video,True,1,56200,2487,279,7262.04,189759.57,182497.53,4.425,2.92,11.218,26.03,26.13,Increase Budget
CAMP_08990,Google Ads,Conversions,Feed,Desktop,Video,False,3,44559,1961,490,9452.02,191724.9,182272.88,4.401,4.82,24.987,19.29,20.28,Increase Budget
CAMP_04691,Twitter,Lead Generation,Feed,Desktop,Image,True,4,213492,6610,429,14277.6,196513.52,182235.92,3.096,2.16,6.49,33.28,13.76,Increase Budget
CAMP_09933,Google Ads,Lead Generation,In-Stream Video,Tablet,Image,False,3,500000,6572,350,17350.08,199442.28,182092.2,1.314,2.64,5.326,49.57,11.5,Increase Budget
CAMP_03112,Facebook,Lead Generation,Feed,Desktop,Image,True,3,47339,1736,193,4027.52,186010.2,181982.68,3.667,2.32,11.118,20.87,46.18,Increase Budget
CAMP_06940,Facebook,Lead Generation,Display Network,Desktop,Interactive,False,4,128495,3184,348,4998.88,186791.21,181792.33,2.478,1.57,10.93,14.36,37.37,Increase Budget
CAMP_08516,Facebook,Lead Generation,Feed,Desktop,Carousel,True,2,224880,4809,661,15965.88,197504.45,181538.57,2.138,3.32,13.745,24.15,12.37,Increase Budget
CAMP_00093,Facebook,Conversions,Search,Desktop,Text,False,2,87150,1737,173,1476.45,182944.58,181468.13,1.993,0.85,9.96,8.53,123.91,Increase Budget
CAMP_04506,Facebook,Lead Generation,Feed,Mobile,Text,False,1,194070,2676,152,3639.36,185013.68,181374.32,1.379,1.36,5.68,23.94,50.84,Increase Budget
CAMP_00633,Google Ads,Lead Generation,Display Network,Desktop,Video,False,4,154703,4728,465,19999.44,200474.02,180474.58,3.056,4.23,9.835,43.01,10.02,Increase Budget
CAMP_09439,TikTok,Brand Awareness,Search,Mobile,Video,False,4,178175,14254,709,7127.0,187212.12,180085.12,8.0,0.5,4.974,10.05,26.27,Increase Budget
CAMP_07219,LinkedIn,Engagement,Stories,Desktop,Video,False,3,136699,5933,877,40107.08,219970.8,179863.72,4.34,6.76,14.782,45.73,5.48,Increase Budget
CAMP_05369,Google Ads,Conversions,Search,Desktop,Carousel,False,3,179322,4568,458,13384.24,192528.32,179144.08,2.547,2.93,10.026,29.22,14.38,Increase Budget
CAMP_02223,Google Ads,Brand Awareness,Feed,Desktop,Video,False,4,63719,2230,215,4995.2,184036.55,179041.35,3.5,2.24,9.641,23.23,36.84,Increase Budget
CAMP_05724,Google Ads,Brand Awareness,Sidebar,Desktop,Image,False,4,71151,4347,597,19996.2,198948.98,178952.78,6.11,4.6,13.734,33.49,9.95,Increase Budget
CAMP_03268,TikTok,Conversions,Feed,Mobile,Image,True,4,85549,5767,291,3056.51,181047.68,177991.17,6.741,0.53,5.046,10.5,59.23,Increase Budget
CAMP_06029,Google Ads,Conversions,Stories,Desktop,Video,False,2,110462,6044,537,35055.2,212439.91,177384.71,5.472,5.8,8.885,65.28,6.06,Increase Budget
CAMP_04078,Google Ads,Lead Generation,Feed,Desktop,Image,True,3,220668,5450,378,18094.0,195003.69,176909.69,2.47,3.32,6.936,47.87,10.78,Increase Budget
CAMP_04715,Facebook,Lead Generation,Stories,Desktop,Carousel,False,3,442616,11803,306,24196.15,200707.06,176510.91,2.667,2.05,2.593,79.07,8.29,Increase Budget
CAMP_02485,TikTok,Lead Generation,Search,Desktop,Video,False,1,54140,2234,350,1809.54,177489.31,175679.77,4.126,0.81,15.667,5.17,98.09,Increase Budget
CAMP_02950,Google Ads,Engagement,Display Network,Desktop,Video,False,3,78036,3269,424,12585.65,187918.34,175332.69,4.189,3.85,12.97,29.68,14.93,Increase Budget
CAMP_05965,LinkedIn,Lead Generation,Feed,Mobile,Video,False,1,83693,4210,273,19997.5,194526.12,174528.62,5.03,4.75,6.485,73.25,9.73,Increase Budget
CAMP_01002,Google Ads,Lead Generation,Stories,Desktop,Image,False,2,127270,2241,207,7440.12,181863.97,174423.85,1.761,3.32,9.237,35.94,24.44,Increase Budget
CAMP_09958,Twitter,Conversions,In-Stream Video,Desktop,Interactive,True,1,121329,3845,692,9343.35,181659.0,172315.65,3.169,2.43,17.997,13.5,19.44,Increase Budget
CAMP_03343,Facebook,Conversions,In-Stream Video,Desktop,Video,False,2,32305,1521,140,1095.12,171460.6,170365.48,4.708,0.72,9.204,7.82,156.57,Increase Budget
CAMP_02521,Google Ads,Conversions,Stories,Mobile,Image,True,4,301130,6213,900,17707.05,187882.82,170175.77,2.063,2.85,14.486,19.67,10.61,Increase Budget
CAMP_02849,Google Ads,Conversions,Stories,Desktop,Carousel,False,1,93508,3098,232,8395.58,178172.04,169776.46,3.313,2.71,7.489,36.19,21.22,Increase Budget
CAMP_08880,Google Ads,Lead Generation,Stories,Tablet,Video,True,1,124499,2933,348,13667.78,183380.09,169712.31,2.356,4.66,11.865,39.28,13.42,Increase Budget
CAMP_04736,Google Ads,Brand Awareness,Feed,Mobile,Video,True,1,182186,8934,470,15545.16,185239.62,169694.46,4.904,1.74,5.261,33.07,11.92,Increase Budget
CAMP_02835,Facebook,Lead Generation,Feed,Desktop,Image,False,1,178002,1954,247,8480.36,177674.77,169194.41,1.098,4.34,12.641,34.33,20.95,Increase Budget
CAMP_02909,TikTok,Lead Generation,Display Network,Mobile,Video,True,4,41269,2051,175,738.36,168985.13,168246.77,4.97,0.36,8.532,4.22,228.87,Increase Budget
CAMP_07131,TikTok,Lead Generation,Display Network,Desktop,Interactive,True,1,63113,1802,208,3495.88,171731.1,168235.22,2.855,1.94,11.543,16.81,49.12,Increase Budget
CAMP_06827,LinkedIn,Brand Awareness,Feed,Tablet,Video,False,4,69470,5369,226,13852.02,181550.93,167698.91,7.729,2.58,4.209,61.29,13.11,Increase Budget
CAMP_01707,Instagram,Conversions,In-Stream Video,Desktop,Carousel,False,2,153173,1940,333,3860.6,171133.31,167272.71,1.267,1.99,17.165,11.59,44.33,Increase Budget
CAMP_08130,TikTok,Lead Generation,Stories,Mobile,Carousel,False,1,377226,9921,201,16667.28,183376.95,166709.67,2.63,1.68,2.026,82.92,11.0,Increase Budget
CAMP_00405,Instagram,Lead Generation,Stories,Mobile,Video,True,4,500000,10412,782,27383.56,193397.59,166014.03,2.082,2.63,7.511,35.02,7.06,Increase Budget
CAMP_08128,Instagram,Engagement,Display Network,Desktop,Video,False,2,110577,3550,417,5360.5,170273.18,164912.68,3.21,1.51,11.746,12.85,31.76,Increase Budget
CAMP_00990,LinkedIn,Conversions,Stories,Tablet,Video,False,4,79926,3931,270,18593.63,183196.54,164602.91,4.918,4.73,6.868,68.87,9.85,Increase Budget
CAMP_04617,Google Ads,Conversions,Feed,Mobile,Image,False,3,435064,6352,320,14292.0,178880.85,164588.85,1.46,2.25,5.038,44.66,12.52,Increase Budget
CAMP_00463,Instagram,Conversions,Stories,Desktop,Video,False,4,106627,1905,140,9505.95,173521.75,164015.8,1.787,4.99,7.349,67.9,18.25,Increase Budget
CAMP_03359,Twitter,Conversions,Display Network,Mobile,Video,True,3,184680,9799,507,7741.21,171181.95,163440.74,5.306,0.79,5.174,15.27,22.11,Increase Budget
CAMP_08819,Google Ads,Conversions,Feed,Desktop,Carousel,False,2,221320,7130,507,18894.5,182173.11,163278.61,3.222,2.65,7.111,37.27,9.64,Increase Budget
CAMP_02480,Google Ads,Conversions,Feed,Mobile,Video,False,4,115120,6318,810,13710.06,176848.03,163137.97,5.488,2.17,12.821,16.93,12.9,Increase Budget
CAMP_09637,Google Ads,Engagement,Feed,Desktop,Video,True,1,44182,1917,263,14703.39,177697.52,162994.13,4.339,7.67,13.719,55.91,12.09,Increase Budget
CAMP_02986,Twitter,Engagement,Display Network,Mobile,Video,False,4,500000,15957,292,26648.19,188934.19,162286.0,3.191,1.67,1.83,91.26,7.09,Increase Budget
CAMP_06033,Twitter,Conversions,Stories,Desktop,Image,True,4,132242,6937,1009,6520.78,168728.06,162207.28,5.246,0.94,14.545,6.46,25.88,Increase Budget
CAMP_01242,Twitter,Conversions,Stories,Mobile,Video,True,4,140013,10056,390,4022.4,166097.42,162075.02,7.182,0.4,3.878,10.31,41.29,Increase Budget
CAMP_02474,Facebook,Conversions,Search,Desktop,Image,False,4,145601,3906,974,4999.68,167056.15,162056.47,2.683,1.28,24.936,5.13,33.41,Increase Budget
CAMP_01594,Google Ads,Brand Awareness,Search,Tablet,Video,True,3,135559,5581,1043,10492.28,171765.35,161273.07,4.117,1.88,18.688,10.06,16.37,Increase Budget
CAMP_04721,LinkedIn,Lead Generation,Stories,Mobile,Image,True,1,77842,2847,183,10590.84,171150.67,160559.83,3.657,3.72,6.428,57.87,16.16,Increase Budget
CAMP_03285,LinkedIn,Lead Generation,In-Stream Video,Desktop,Image,False,4,48845,2554,638,13587.28,173766.22,160178.94,5.229,5.32,24.98,21.3,12.79,Increase Budget
CAMP_02917,Facebook,Conversions,Sidebar,Desktop,Video,False,4,221616,13130,462,13786.5,173122.46,159335.96,5.925,1.05,3.519,29.84,12.56,Increase Budget
CAMP_03125,Google Ads,Conversions,Feed,Desktop,Video,False,1,46458,1533,383,4415.04,163157.48,158742.44,3.3,2.88,24.984,11.53,36.95,Increase Budget
